DateInt,DayInWeek,DayOfMonth,DayOfWeekName,FY,MonthInCalendar,MonthName,MonthnYear,MonthOfYear,QuarterInCalendar,QuarternYear,QuarterOfYear,Year,Quarter,Month,Day,ShortYear,Week Number,Year,Quarter,Month,Day,Year
20131104,0,4,Monday,FY14,Nov 2013,November,20131100,11,Q4 2013,20130400,4,2013,Qtr 4,November,4,13,45,2013,Qtr 4,November,10,2013
20131111,0,11,Monday,FY14,Nov 2013,November,20131100,11,Q4 2013,20130400,4,2013,Qtr 4,November,11,13,46,2013,Qtr 4,November,17,2013
20131118,0,18,Monday,FY14,Nov 2013,November,20131100,11,Q4 2013,20130400,4,2013,Qtr 4,November,18,13,47,2013,Qtr 4,November,24,2013
20131125,0,25,Monday,FY14,Nov 2013,November,20131100,11,Q4 2013,20130400,4,2013,Qtr 4,November,25,13,48,2013,Qtr 4,December,1,2013
20131007,0,7,Monday,FY14,Oct 2013,October,20131000,10,Q4 2013,20130400,4,2013,Qtr 4,October,7,13,41,2013,Qtr 4,October,13,2013
20131014,0,14,Monday,FY14,Oct 2013,October,20131000,10,Q4 2013,20130400,4,2013,Qtr 4,October,14,13,42,2013,Qtr 4,October,20,2013
20131021,0,21,Monday,FY14,Oct 2013,October,20131000,10,Q4 2013,20130400,4,2013,Qtr 4,October,21,13,43,2013,Qtr 4,October,27,2013
20131028,0,28,Monday,FY14,Oct 2013,October,20131000,10,Q4 2013,20130400,4,2013,Qtr 4,October,28,13,44,2013,Qtr 4,November,3,2013
20130902,0,2,Monday,FY14,Sep 2013,September,20130900,9,Q3 2013,20130300,3,2013,Qtr 3,September,2,13,36,2013,Qtr 3,September,8,2013
20130909,0,9,Monday,FY14,Sep 2013,September,20130900,9,Q3 2013,20130300,3,2013,Qtr 3,September,9,13,37,2013,Qtr 3,September,15,2013
20130916,0,16,Monday,FY14,Sep 2013,September,20130900,9,Q3 2013,20130300,3,2013,Qtr 3,September,16,13,38,2013,Qtr 3,September,22,2013
20130923,0,23,Monday,FY14,Sep 2013,September,20130900,9,Q3 2013,20130300,3,2013,Qtr 3,September,23,13,39,2013,Qtr 3,September,29,2013
20130930,0,30,Monday,FY14,Sep 2013,September,20130900,9,Q3 2013,20130300,3,2013,Qtr 3,September,30,13,40,2013,Qtr 4,October,6,2013
20140407,0,7,Monday,FY15,Apr 2014,April,20140400,4,Q2 2014,20140200,2,2014,Qtr 2,April,7,14,15,2014,Qtr 2,April,13,2014
20140414,0,14,Monday,FY15,Apr 2014,April,20140400,4,Q2 2014,20140200,2,2014,Qtr 2,April,14,14,16,2014,Qtr 2,April,20,2014
20140421,0,21,Monday,FY15,Apr 2014,April,20140400,4,Q2 2014,20140200,2,2014,Qtr 2,April,21,14,17,2014,Qtr 2,April,27,2014
20140428,0,28,Monday,FY15,Apr 2014,April,20140400,4,Q2 2014,20140200,2,2014,Qtr 2,April,28,14,18,2014,Qtr 2,May,4,2014
20140804,0,4,Monday,FY15,Aug 2014,August,20140800,8,Q3 2014,20140300,3,2014,Qtr 3,August,4,14,32,2014,Qtr 3,August,10,2014
20140811,0,11,Monday,FY15,Aug 2014,August,20140800,8,Q3 2014,20140300,3,2014,Qtr 3,August,11,14,33,2014,Qtr 3,August,17,2014
20140818,0,18,Monday,FY15,Aug 2014,August,20140800,8,Q3 2014,20140300,3,2014,Qtr 3,August,18,14,34,2014,Qtr 3,August,24,2014
20140825,0,25,Monday,FY15,Aug 2014,August,20140800,8,Q3 2014,20140300,3,2014,Qtr 3,August,25,14,35,2014,Qtr 3,August,31,2014
20141201,0,1,Monday,FY15,Dec 2014,December,20141200,12,Q4 2014,20140400,4,2014,Qtr 4,December,1,14,49,2014,Qtr 4,December,7,2014
20141208,0,8,Monday,FY15,Dec 2014,December,20141200,12,Q4 2014,20140400,4,2014,Qtr 4,December,8,14,50,2014,Qtr 4,December,14,2014
20141215,0,15,Monday,FY15,Dec 2014,December,20141200,12,Q4 2014,20140400,4,2014,Qtr 4,December,15,14,51,2014,Qtr 4,December,21,2014
20141222,0,22,Monday,FY15,Dec 2014,December,20141200,12,Q4 2014,20140400,4,2014,Qtr 4,December,22,14,52,2014,Qtr 4,December,28,2014
20141229,0,29,Monday,FY15,Dec 2014,December,20141200,12,Q4 2014,20140400,4,2014,Qtr 4,December,29,14,53,2015,Qtr 1,January,4,2014
20150202,0,2,Monday,FY15,Feb 2015,February,20150200,2,Q1 2015,20150100,1,2015,Qtr 1,February,2,15,6,2015,Qtr 1,February,8,2015
20150209,0,9,Monday,FY15,Feb 2015,February,20150200,2,Q1 2015,20150100,1,2015,Qtr 1,February,9,15,7,2015,Qtr 1,February,15,2015
20150216,0,16,Monday,FY15,Feb 2015,February,20150200,2,Q1 2015,20150100,1,2015,Qtr 1,February,16,15,8,2015,Qtr 1,February,22,2015
20150223,0,23,Monday,FY15,Feb 2015,February,20150200,2,Q1 2015,20150100,1,2015,Qtr 1,February,23,15,9,2015,Qtr 1,March,1,2015
20150105,0,5,Monday,FY15,Jan 2015,January,20150100,1,Q1 2015,20150100,1,2015,Qtr 1,January,5,15,2,2015,Qtr 1,January,11,2015
20150112,0,12,Monday,FY15,Jan 2015,January,20150100,1,Q1 2015,20150100,1,2015,Qtr 1,January,12,15,3,2015,Qtr 1,January,18,2015
20150119,0,19,Monday,FY15,Jan 2015,January,20150100,1,Q1 2015,20150100,1,2015,Qtr 1,January,19,15,4,2015,Qtr 1,January,25,2015
20150126,0,26,Monday,FY15,Jan 2015,January,20150100,1,Q1 2015,20150100,1,2015,Qtr 1,January,26,15,5,2015,Qtr 1,February,1,2015
20140707,0,7,Monday,FY15,Jul 2014,July,20140700,7,Q3 2014,20140300,3,2014,Qtr 3,July,7,14,28,2014,Qtr 3,July,13,2014
20140714,0,14,Monday,FY15,Jul 2014,July,20140700,7,Q3 2014,20140300,3,2014,Qtr 3,July,14,14,29,2014,Qtr 3,July,20,2014
20140721,0,21,Monday,FY15,Jul 2014,July,20140700,7,Q3 2014,20140300,3,2014,Qtr 3,July,21,14,30,2014,Qtr 3,July,27,2014
20140728,0,28,Monday,FY15,Jul 2014,July,20140700,7,Q3 2014,20140300,3,2014,Qtr 3,July,28,14,31,2014,Qtr 3,August,3,2014
20140602,0,2,Monday,FY15,Jun 2014,June,20140600,6,Q2 2014,20140200,2,2014,Qtr 2,June,2,14,23,2014,Qtr 2,June,8,2014
20140609,0,9,Monday,FY15,Jun 2014,June,20140600,6,Q2 2014,20140200,2,2014,Qtr 2,June,9,14,24,2014,Qtr 2,June,15,2014
20140616,0,16,Monday,FY15,Jun 2014,June,20140600,6,Q2 2014,20140200,2,2014,Qtr 2,June,16,14,25,2014,Qtr 2,June,22,2014
20140623,0,23,Monday,FY15,Jun 2014,June,20140600,6,Q2 2014,20140200,2,2014,Qtr 2,June,23,14,26,2014,Qtr 2,June,29,2014
20140630,0,30,Monday,FY15,Jun 2014,June,20140600,6,Q2 2014,20140200,2,2014,Qtr 2,June,30,14,27,2014,Qtr 3,July,6,2014
20150302,0,2,Monday,FY15,Mar 2015,March,20150300,3,Q1 2015,20150100,1,2015,Qtr 1,March,2,15,10,2015,Qtr 1,March,8,2015
20150309,0,9,Monday,FY15,Mar 2015,March,20150300,3,Q1 2015,20150100,1,2015,Qtr 1,March,9,15,11,2015,Qtr 1,March,15,2015
20150316,0,16,Monday,FY15,Mar 2015,March,20150300,3,Q1 2015,20150100,1,2015,Qtr 1,March,16,15,12,2015,Qtr 1,March,22,2015
20150323,0,23,Monday,FY15,Mar 2015,March,20150300,3,Q1 2015,20150100,1,2015,Qtr 1,March,23,15,13,2015,Qtr 1,March,29,2015
20150330,0,30,Monday,FY15,Mar 2015,March,20150300,3,Q1 2015,20150100,1,2015,Qtr 1,March,30,15,14,2015,Qtr 2,April,5,2015
20140505,0,5,Monday,FY15,May 2014,May,20140500,5,Q2 2014,20140200,2,2014,Qtr 2,May,5,14,19,2014,Qtr 2,May,11,2014
20140512,0,12,Monday,FY15,May 2014,May,20140500,5,Q2 2014,20140200,2,2014,Qtr 2,May,12,14,20,2014,Qtr 2,May,18,2014
20140519,0,19,Monday,FY15,May 2014,May,20140500,5,Q2 2014,20140200,2,2014,Qtr 2,May,19,14,21,2014,Qtr 2,May,25,2014
20140526,0,26,Monday,FY15,May 2014,May,20140500,5,Q2 2014,20140200,2,2014,Qtr 2,May,26,14,22,2014,Qtr 2,June,1,2014
20141103,0,3,Monday,FY15,Nov 2014,November,20141100,11,Q4 2014,20140400,4,2014,Qtr 4,November,3,14,45,2014,Qtr 4,November,9,2014
20141110,0,10,Monday,FY15,Nov 2014,November,20141100,11,Q4 2014,20140400,4,2014,Qtr 4,November,10,14,46,2014,Qtr 4,November,16,2014
20141117,0,17,Monday,FY15,Nov 2014,November,20141100,11,Q4 2014,20140400,4,2014,Qtr 4,November,17,14,47,2014,Qtr 4,November,23,2014
20141124,0,24,Monday,FY15,Nov 2014,November,20141100,11,Q4 2014,20140400,4,2014,Qtr 4,November,24,14,48,2014,Qtr 4,November,30,2014
20141006,0,6,Monday,FY15,Oct 2014,October,20141000,10,Q4 2014,20140400,4,2014,Qtr 4,October,6,14,41,2014,Qtr 4,October,12,2014
20141013,0,13,Monday,FY15,Oct 2014,October,20141000,10,Q4 2014,20140400,4,2014,Qtr 4,October,13,14,42,2014,Qtr 4,October,19,2014
20141020,0,20,Monday,FY15,Oct 2014,October,20141000,10,Q4 2014,20140400,4,2014,Qtr 4,October,20,14,43,2014,Qtr 4,October,26,2014
20141027,0,27,Monday,FY15,Oct 2014,October,20141000,10,Q4 2014,20140400,4,2014,Qtr 4,October,27,14,44,2014,Qtr 4,November,2,2014
20140901,0,1,Monday,FY15,Sep 2014,September,20140900,9,Q3 2014,20140300,3,2014,Qtr 3,September,1,14,36,2014,Qtr 3,September,7,2014
20140908,0,8,Monday,FY15,Sep 2014,September,20140900,9,Q3 2014,20140300,3,2014,Qtr 3,September,8,14,37,2014,Qtr 3,September,14,2014
20140915,0,15,Monday,FY15,Sep 2014,September,20140900,9,Q3 2014,20140300,3,2014,Qtr 3,September,15,14,38,2014,Qtr 3,September,21,2014
20140922,0,22,Monday,FY15,Sep 2014,September,20140900,9,Q3 2014,20140300,3,2014,Qtr 3,September,22,14,39,2014,Qtr 3,September,28,2014
20140929,0,29,Monday,FY15,Sep 2014,September,20140900,9,Q3 2014,20140300,3,2014,Qtr 3,September,29,14,40,2014,Qtr 4,October,5,2014
20150406,0,6,Monday,FY16,Apr 2015,April,20150400,4,Q2 2015,20150200,2,2015,Qtr 2,April,6,15,15,2015,Qtr 2,April,12,2015
20150413,0,13,Monday,FY16,Apr 2015,April,20150400,4,Q2 2015,20150200,2,2015,Qtr 2,April,13,15,16,2015,Qtr 2,April,19,2015
20150420,0,20,Monday,FY16,Apr 2015,April,20150400,4,Q2 2015,20150200,2,2015,Qtr 2,April,20,15,17,2015,Qtr 2,April,26,2015
20150427,0,27,Monday,FY16,Apr 2015,April,20150400,4,Q2 2015,20150200,2,2015,Qtr 2,April,27,15,18,2015,Qtr 2,May,3,2015
20150803,0,3,Monday,FY16,Aug 2015,August,20150800,8,Q3 2015,20150300,3,2015,Qtr 3,August,3,15,32,2015,Qtr 3,August,9,2015
20150810,0,10,Monday,FY16,Aug 2015,August,20150800,8,Q3 2015,20150300,3,2015,Qtr 3,August,10,15,33,2015,Qtr 3,August,16,2015
20150817,0,17,Monday,FY16,Aug 2015,August,20150800,8,Q3 2015,20150300,3,2015,Qtr 3,August,17,15,34,2015,Qtr 3,August,23,2015
20150824,0,24,Monday,FY16,Aug 2015,August,20150800,8,Q3 2015,20150300,3,2015,Qtr 3,August,24,15,35,2015,Qtr 3,August,30,2015
20150831,0,31,Monday,FY16,Aug 2015,August,20150800,8,Q3 2015,20150300,3,2015,Qtr 3,August,31,15,36,2015,Qtr 3,September,6,2015
20151207,0,7,Monday,FY16,Dec 2015,December,20151200,12,Q4 2015,20150400,4,2015,Qtr 4,December,7,15,50,2015,Qtr 4,December,13,2015
20151214,0,14,Monday,FY16,Dec 2015,December,20151200,12,Q4 2015,20150400,4,2015,Qtr 4,December,14,15,51,2015,Qtr 4,December,20,2015
20151221,0,21,Monday,FY16,Dec 2015,December,20151200,12,Q4 2015,20150400,4,2015,Qtr 4,December,21,15,52,2015,Qtr 4,December,27,2015
20151228,0,28,Monday,FY16,Dec 2015,December,20151200,12,Q4 2015,20150400,4,2015,Qtr 4,December,28,15,53,2016,Qtr 1,January,3,2015
20160201,0,1,Monday,FY16,Feb 2016,February,20160200,2,Q1 2016,20160100,1,2016,Qtr 1,February,1,16,6,2016,Qtr 1,February,7,2016
20160208,0,8,Monday,FY16,Feb 2016,February,20160200,2,Q1 2016,20160100,1,2016,Qtr 1,February,8,16,7,2016,Qtr 1,February,14,2016
20160215,0,15,Monday,FY16,Feb 2016,February,20160200,2,Q1 2016,20160100,1,2016,Qtr 1,February,15,16,8,2016,Qtr 1,February,21,2016
20160222,0,22,Monday,FY16,Feb 2016,February,20160200,2,Q1 2016,20160100,1,2016,Qtr 1,February,22,16,9,2016,Qtr 1,February,28,2016
20160229,0,29,Monday,FY16,Feb 2016,February,20160200,2,Q1 2016,20160100,1,2016,Qtr 1,February,29,16,10,2016,Qtr 1,March,6,2016
20160104,0,4,Monday,FY16,Jan 2016,January,20160100,1,Q1 2016,20160100,1,2016,Qtr 1,January,4,16,2,2016,Qtr 1,January,10,2016
20160111,0,11,Monday,FY16,Jan 2016,January,20160100,1,Q1 2016,20160100,1,2016,Qtr 1,January,11,16,3,2016,Qtr 1,January,17,2016
20160118,0,18,Monday,FY16,Jan 2016,January,20160100,1,Q1 2016,20160100,1,2016,Qtr 1,January,18,16,4,2016,Qtr 1,January,24,2016
20160125,0,25,Monday,FY16,Jan 2016,January,20160100,1,Q1 2016,20160100,1,2016,Qtr 1,January,25,16,5,2016,Qtr 1,January,31,2016
20150706,0,6,Monday,FY16,Jul 2015,July,20150700,7,Q3 2015,20150300,3,2015,Qtr 3,July,6,15,28,2015,Qtr 3,July,12,2015
20150713,0,13,Monday,FY16,Jul 2015,July,20150700,7,Q3 2015,20150300,3,2015,Qtr 3,July,13,15,29,2015,Qtr 3,July,19,2015
20150720,0,20,Monday,FY16,Jul 2015,July,20150700,7,Q3 2015,20150300,3,2015,Qtr 3,July,20,15,30,2015,Qtr 3,July,26,2015
20150727,0,27,Monday,FY16,Jul 2015,July,20150700,7,Q3 2015,20150300,3,2015,Qtr 3,July,27,15,31,2015,Qtr 3,August,2,2015
20150601,0,1,Monday,FY16,Jun 2015,June,20150600,6,Q2 2015,20150200,2,2015,Qtr 2,June,1,15,23,2015,Qtr 2,June,7,2015
20150608,0,8,Monday,FY16,Jun 2015,June,20150600,6,Q2 2015,20150200,2,2015,Qtr 2,June,8,15,24,2015,Qtr 2,June,14,2015
20150615,0,15,Monday,FY16,Jun 2015,June,20150600,6,Q2 2015,20150200,2,2015,Qtr 2,June,15,15,25,2015,Qtr 2,June,21,2015
20150622,0,22,Monday,FY16,Jun 2015,June,20150600,6,Q2 2015,20150200,2,2015,Qtr 2,June,22,15,26,2015,Qtr 2,June,28,2015
20150629,0,29,Monday,FY16,Jun 2015,June,20150600,6,Q2 2015,20150200,2,2015,Qtr 2,June,29,15,27,2015,Qtr 3,July,5,2015
20160307,0,7,Monday,FY16,Mar 2016,March,20160300,3,Q1 2016,20160100,1,2016,Qtr 1,March,7,16,11,2016,Qtr 1,March,13,2016
20160314,0,14,Monday,FY16,Mar 2016,March,20160300,3,Q1 2016,20160100,1,2016,Qtr 1,March,14,16,12,2016,Qtr 1,March,20,2016
20160321,0,21,Monday,FY16,Mar 2016,March,20160300,3,Q1 2016,20160100,1,2016,Qtr 1,March,21,16,13,2016,Qtr 1,March,27,2016
20160328,0,28,Monday,FY16,Mar 2016,March,20160300,3,Q1 2016,20160100,1,2016,Qtr 1,March,28,16,14,2016,Qtr 2,April,3,2016
20150504,0,4,Monday,FY16,May 2015,May,20150500,5,Q2 2015,20150200,2,2015,Qtr 2,May,4,15,19,2015,Qtr 2,May,10,2015
20150511,0,11,Monday,FY16,May 2015,May,20150500,5,Q2 2015,20150200,2,2015,Qtr 2,May,11,15,20,2015,Qtr 2,May,17,2015
20150518,0,18,Monday,FY16,May 2015,May,20150500,5,Q2 2015,20150200,2,2015,Qtr 2,May,18,15,21,2015,Qtr 2,May,24,2015
20150525,0,25,Monday,FY16,May 2015,May,20150500,5,Q2 2015,20150200,2,2015,Qtr 2,May,25,15,22,2015,Qtr 2,May,31,2015
20151102,0,2,Monday,FY16,Nov 2015,November,20151100,11,Q4 2015,20150400,4,2015,Qtr 4,November,2,15,45,2015,Qtr 4,November,8,2015
20151109,0,9,Monday,FY16,Nov 2015,November,20151100,11,Q4 2015,20150400,4,2015,Qtr 4,November,9,15,46,2015,Qtr 4,November,15,2015
20151116,0,16,Monday,FY16,Nov 2015,November,20151100,11,Q4 2015,20150400,4,2015,Qtr 4,November,16,15,47,2015,Qtr 4,November,22,2015
20151123,0,23,Monday,FY16,Nov 2015,November,20151100,11,Q4 2015,20150400,4,2015,Qtr 4,November,23,15,48,2015,Qtr 4,November,29,2015
20151130,0,30,Monday,FY16,Nov 2015,November,20151100,11,Q4 2015,20150400,4,2015,Qtr 4,November,30,15,49,2015,Qtr 4,December,6,2015
20151005,0,5,Monday,FY16,Oct 2015,October,20151000,10,Q4 2015,20150400,4,2015,Qtr 4,October,5,15,41,2015,Qtr 4,October,11,2015
20151012,0,12,Monday,FY16,Oct 2015,October,20151000,10,Q4 2015,20150400,4,2015,Qtr 4,October,12,15,42,2015,Qtr 4,October,18,2015
20151019,0,19,Monday,FY16,Oct 2015,October,20151000,10,Q4 2015,20150400,4,2015,Qtr 4,October,19,15,43,2015,Qtr 4,October,25,2015
20151026,0,26,Monday,FY16,Oct 2015,October,20151000,10,Q4 2015,20150400,4,2015,Qtr 4,October,26,15,44,2015,Qtr 4,November,1,2015
20150907,0,7,Monday,FY16,Sep 2015,September,20150900,9,Q3 2015,20150300,3,2015,Qtr 3,September,7,15,37,2015,Qtr 3,September,13,2015
20150914,0,14,Monday,FY16,Sep 2015,September,20150900,9,Q3 2015,20150300,3,2015,Qtr 3,September,14,15,38,2015,Qtr 3,September,20,2015
20150921,0,21,Monday,FY16,Sep 2015,September,20150900,9,Q3 2015,20150300,3,2015,Qtr 3,September,21,15,39,2015,Qtr 3,September,27,2015
20150928,0,28,Monday,FY16,Sep 2015,September,20150900,9,Q3 2015,20150300,3,2015,Qtr 3,September,28,15,40,2015,Qtr 4,October,4,2015
20160404,0,4,Monday,FY17,Apr 2016,April,20160400,4,Q2 2016,20160200,2,2016,Qtr 2,April,4,16,15,2016,Qtr 2,April,10,2016
20160411,0,11,Monday,FY17,Apr 2016,April,20160400,4,Q2 2016,20160200,2,2016,Qtr 2,April,11,16,16,2016,Qtr 2,April,17,2016
20160418,0,18,Monday,FY17,Apr 2016,April,20160400,4,Q2 2016,20160200,2,2016,Qtr 2,April,18,16,17,2016,Qtr 2,April,24,2016
20160425,0,25,Monday,FY17,Apr 2016,April,20160400,4,Q2 2016,20160200,2,2016,Qtr 2,April,25,16,18,2016,Qtr 2,May,1,2016
20160801,0,1,Monday,FY17,Aug 2016,August,20160800,8,Q3 2016,20160300,3,2016,Qtr 3,August,1,16,32,2016,Qtr 3,August,7,2016
20160808,0,8,Monday,FY17,Aug 2016,August,20160800,8,Q3 2016,20160300,3,2016,Qtr 3,August,8,16,33,2016,Qtr 3,August,14,2016
20160815,0,15,Monday,FY17,Aug 2016,August,20160800,8,Q3 2016,20160300,3,2016,Qtr 3,August,15,16,34,2016,Qtr 3,August,21,2016
20160822,0,22,Monday,FY17,Aug 2016,August,20160800,8,Q3 2016,20160300,3,2016,Qtr 3,August,22,16,35,2016,Qtr 3,August,28,2016
20160829,0,29,Monday,FY17,Aug 2016,August,20160800,8,Q3 2016,20160300,3,2016,Qtr 3,August,29,16,36,2016,Qtr 3,September,4,2016
20161205,0,5,Monday,FY17,Dec 2016,December,20161200,12,Q4 2016,20160400,4,2016,Qtr 4,December,5,16,50,2016,Qtr 4,December,11,2016
20161212,0,12,Monday,FY17,Dec 2016,December,20161200,12,Q4 2016,20160400,4,2016,Qtr 4,December,12,16,51,2016,Qtr 4,December,18,2016
20161219,0,19,Monday,FY17,Dec 2016,December,20161200,12,Q4 2016,20160400,4,2016,Qtr 4,December,19,16,52,2016,Qtr 4,December,25,2016
20161226,0,26,Monday,FY17,Dec 2016,December,20161200,12,Q4 2016,20160400,4,2016,Qtr 4,December,26,16,53,2017,Qtr 1,January,1,2016
20160704,0,4,Monday,FY17,Jul 2016,July,20160700,7,Q3 2016,20160300,3,2016,Qtr 3,July,4,16,28,2016,Qtr 3,July,10,2016
20160711,0,11,Monday,FY17,Jul 2016,July,20160700,7,Q3 2016,20160300,3,2016,Qtr 3,July,11,16,29,2016,Qtr 3,July,17,2016
20160718,0,18,Monday,FY17,Jul 2016,July,20160700,7,Q3 2016,20160300,3,2016,Qtr 3,July,18,16,30,2016,Qtr 3,July,24,2016
20160725,0,25,Monday,FY17,Jul 2016,July,20160700,7,Q3 2016,20160300,3,2016,Qtr 3,July,25,16,31,2016,Qtr 3,July,31,2016
20160606,0,6,Monday,FY17,Jun 2016,June,20160600,6,Q2 2016,20160200,2,2016,Qtr 2,June,6,16,24,2016,Qtr 2,June,12,2016
20160613,0,13,Monday,FY17,Jun 2016,June,20160600,6,Q2 2016,20160200,2,2016,Qtr 2,June,13,16,25,2016,Qtr 2,June,19,2016
20160620,0,20,Monday,FY17,Jun 2016,June,20160600,6,Q2 2016,20160200,2,2016,Qtr 2,June,20,16,26,2016,Qtr 2,June,26,2016
20160627,0,27,Monday,FY17,Jun 2016,June,20160600,6,Q2 2016,20160200,2,2016,Qtr 2,June,27,16,27,2016,Qtr 3,July,3,2016
20160502,0,2,Monday,FY17,May 2016,May,20160500,5,Q2 2016,20160200,2,2016,Qtr 2,May,2,16,19,2016,Qtr 2,May,8,2016
20160509,0,9,Monday,FY17,May 2016,May,20160500,5,Q2 2016,20160200,2,2016,Qtr 2,May,9,16,20,2016,Qtr 2,May,15,2016
20160516,0,16,Monday,FY17,May 2016,May,20160500,5,Q2 2016,20160200,2,2016,Qtr 2,May,16,16,21,2016,Qtr 2,May,22,2016
20160523,0,23,Monday,FY17,May 2016,May,20160500,5,Q2 2016,20160200,2,2016,Qtr 2,May,23,16,22,2016,Qtr 2,May,29,2016
20160530,0,30,Monday,FY17,May 2016,May,20160500,5,Q2 2016,20160200,2,2016,Qtr 2,May,30,16,23,2016,Qtr 2,June,5,2016
20161107,0,7,Monday,FY17,Nov 2016,November,20161100,11,Q4 2016,20160400,4,2016,Qtr 4,November,7,16,46,2016,Qtr 4,November,13,2016
20161114,0,14,Monday,FY17,Nov 2016,November,20161100,11,Q4 2016,20160400,4,2016,Qtr 4,November,14,16,47,2016,Qtr 4,November,20,2016
20161121,0,21,Monday,FY17,Nov 2016,November,20161100,11,Q4 2016,20160400,4,2016,Qtr 4,November,21,16,48,2016,Qtr 4,November,27,2016
20161128,0,28,Monday,FY17,Nov 2016,November,20161100,11,Q4 2016,20160400,4,2016,Qtr 4,November,28,16,49,2016,Qtr 4,December,4,2016
20161003,0,3,Monday,FY17,Oct 2016,October,20161000,10,Q4 2016,20160400,4,2016,Qtr 4,October,3,16,41,2016,Qtr 4,October,9,2016
20161010,0,10,Monday,FY17,Oct 2016,October,20161000,10,Q4 2016,20160400,4,2016,Qtr 4,October,10,16,42,2016,Qtr 4,October,16,2016
20161017,0,17,Monday,FY17,Oct 2016,October,20161000,10,Q4 2016,20160400,4,2016,Qtr 4,October,17,16,43,2016,Qtr 4,October,23,2016
20161024,0,24,Monday,FY17,Oct 2016,October,20161000,10,Q4 2016,20160400,4,2016,Qtr 4,October,24,16,44,2016,Qtr 4,October,30,2016
20161031,0,31,Monday,FY17,Oct 2016,October,20161000,10,Q4 2016,20160400,4,2016,Qtr 4,October,31,16,45,2016,Qtr 4,November,6,2016
20160905,0,5,Monday,FY17,Sep 2016,September,20160900,9,Q3 2016,20160300,3,2016,Qtr 3,September,5,16,37,2016,Qtr 3,September,11,2016
20160912,0,12,Monday,FY17,Sep 2016,September,20160900,9,Q3 2016,20160300,3,2016,Qtr 3,September,12,16,38,2016,Qtr 3,September,18,2016
20160919,0,19,Monday,FY17,Sep 2016,September,20160900,9,Q3 2016,20160300,3,2016,Qtr 3,September,19,16,39,2016,Qtr 3,September,25,2016
20160926,0,26,Monday,FY17,Sep 2016,September,20160900,9,Q3 2016,20160300,3,2016,Qtr 3,September,26,16,40,2016,Qtr 4,October,2,2016
20120204,5,4,Saturday,FY12,Feb 2012,February,20120200,2,Q1 2012,20120100,1,2012,Qtr 1,February,4,12,6,2012,Qtr 1,February,5,2012
20120211,5,11,Saturday,FY12,Feb 2012,February,20120200,2,Q1 2012,20120100,1,2012,Qtr 1,February,11,12,7,2012,Qtr 1,February,12,2012
20120218,5,18,Saturday,FY12,Feb 2012,February,20120200,2,Q1 2012,20120100,1,2012,Qtr 1,February,18,12,8,2012,Qtr 1,February,19,2012
20120225,5,25,Saturday,FY12,Feb 2012,February,20120200,2,Q1 2012,20120100,1,2012,Qtr 1,February,25,12,9,2012,Qtr 1,February,26,2012
20120107,5,7,Saturday,FY12,Jan 2012,January,20120100,1,Q1 2012,20120100,1,2012,Qtr 1,January,7,12,2,2012,Qtr 1,January,8,2012
20120114,5,14,Saturday,FY12,Jan 2012,January,20120100,1,Q1 2012,20120100,1,2012,Qtr 1,January,14,12,3,2012,Qtr 1,January,15,2012
20120121,5,21,Saturday,FY12,Jan 2012,January,20120100,1,Q1 2012,20120100,1,2012,Qtr 1,January,21,12,4,2012,Qtr 1,January,22,2012
20120128,5,28,Saturday,FY12,Jan 2012,January,20120100,1,Q1 2012,20120100,1,2012,Qtr 1,January,28,12,5,2012,Qtr 1,January,29,2012
20120303,5,3,Saturday,FY12,Mar 2012,March,20120300,3,Q1 2012,20120100,1,2012,Qtr 1,March,3,12,10,2012,Qtr 1,March,4,2012
20120310,5,10,Saturday,FY12,Mar 2012,March,20120300,3,Q1 2012,20120100,1,2012,Qtr 1,March,10,12,11,2012,Qtr 1,March,11,2012
20120317,5,17,Saturday,FY12,Mar 2012,March,20120300,3,Q1 2012,20120100,1,2012,Qtr 1,March,17,12,12,2012,Qtr 1,March,18,2012
20120324,5,24,Saturday,FY12,Mar 2012,March,20120300,3,Q1 2012,20120100,1,2012,Qtr 1,March,24,12,13,2012,Qtr 1,March,25,2012
20120331,5,31,Saturday,FY12,Mar 2012,March,20120300,3,Q1 2012,20120100,1,2012,Qtr 1,March,31,12,14,2012,Qtr 2,April,1,2012
20120407,5,7,Saturday,FY13,Apr 2012,April,20120400,4,Q2 2012,20120200,2,2012,Qtr 2,April,7,12,15,2012,Qtr 2,April,8,2012
20120414,5,14,Saturday,FY13,Apr 2012,April,20120400,4,Q2 2012,20120200,2,2012,Qtr 2,April,14,12,16,2012,Qtr 2,April,15,2012
20120421,5,21,Saturday,FY13,Apr 2012,April,20120400,4,Q2 2012,20120200,2,2012,Qtr 2,April,21,12,17,2012,Qtr 2,April,22,2012
20120428,5,28,Saturday,FY13,Apr 2012,April,20120400,4,Q2 2012,20120200,2,2012,Qtr 2,April,28,12,18,2012,Qtr 2,April,29,2012
20120804,5,4,Saturday,FY13,Aug 2012,August,20120800,8,Q3 2012,20120300,3,2012,Qtr 3,August,4,12,32,2012,Qtr 3,August,5,2012
20120811,5,11,Saturday,FY13,Aug 2012,August,20120800,8,Q3 2012,20120300,3,2012,Qtr 3,August,11,12,33,2012,Qtr 3,August,12,2012
